-1.8511753515,-1.4233990122,-2.3174364124,-0.7894777847,-1.618433963,-1.3084014433,-1.3278728149,-1.7810188004,-1.628598476
6.0729846208,2.485577071,5.1293294388,3.6001942285,0.8976337254,2.0613036597,1.1392528281,2.6137144368,2.4946725564
1.8532776535,0.0621310986,0.5891700705,-2.6143170353,-0.085142619,0.6876989279,-0.5047329327,-0.3075979048,0.1538698565
3.5179960506,1.5714389,-3.9636524851,-1.5488858007,-1.3290656516,-1.834362065,-2.109378306,-1.5210599015,-3.7598413557
0.4245539722,-0.9831108367,2.0475354678,4.8299778099,1.5417864295,1.4462439483,2.109378306,0.9959621698,2.6777470128
-2.5566780972,-2.279567873,-2.0005319417,-1.6592595093,-1.2831655957,-0.8712688434,-0.570886422,-0.8709230788,-1.8510332423
-4.9750422245,0.3783106656,1.6775789505,-0.5808341596,-0.0861326496,0.3915078032,1.3270336921,0.0936768218,1.0708763754
0.8905790742,1.623006912,1.3312108452,2.3981964686,1.7933870912,1.046503795,2.1118797309,2.0084098536,1.5851147738
1.1628037995,0.7095510257,-1.0543301883,0.2209248176,0.2113718817,-0.5069341406,0.3680985751,-0.0305950744,1.4084739882
0.9279947814,-0.7095510257,1.3730192812,0.0630318332,-0.5504989553,0.0896459047,0.2446484401,-0.9840177802,-1.1313375521
-5.1944959805,-1.8435141678,-1.2808958293,-1.364017976,2.5158559636,-0.3590668131,0.3354172988,0.2160828129,0.3683245416
4.3037868073,1.3780362133,1.7796499804,2.7718309972,-0.7898606851,1.9591009477,2.8213155796,0.8902591415,1.3994752287
0.3906618307,-2.0742415571,-0.0904977437,-0.4358661944,0.0834376352,-0.6783686242,-0.3260711352,-0.1223241743,-0.6668712195
0.9976066478,-2.1181793215,0.2260909848,0.931683758,-1.5973437568,-0.3854711964,0.3556613115,-2.1652562586,-1.0087201533
1.7312505293,-0.5203263772,0.5405418567,1.4119326026,-0.8083430529,0.6219478067,0.4428051516,-2.2131791729,0.0921234519
0.8276405646,-1.4119426815,-0.7213737324,0.4257913976,-0.6428134412,-0.8003599861,-0.26544773,-0.8346757929,-0.307408788
6.8048747988,3.2853824871,-0.1811594698,4.3065303431,0.6855211079,0.2081166204,2.9965878494,0.4503063254,1.9512814224
-4.4497415985,0.223749494,-0.9565092284,-2.6511125548,1.7354932941,1.2396852977,-1.0371743797,-0.5470649203,2.5046031926
2.9657346003,2.7088270442,0.3198540538,3.3463644863,0.9605419436,1.5138571497,3.276179631,-0.6799443389,0.5872007477
-3.6682313425,-2.9005816571,-4.3829859112,-2.4844182968,-1.6342287021,-1.5138571497,-2.1244248893,-1.2751521482,-2.8505492998
-4.9125081016,-0.5453100923,-1.8278527173,-4.6646857484,-0.2114612757,-1.2099896776,-2.5809755114,-0.3626178359,-1.823758755
1.9795367794,1.7219813247,0.7736982502,0.9566497893,1.9703005858,-0.0296956201,0.2933413661,0.8877257048,1.0375436377
2.5621754528,2.8364064473,-0.241138289,0.7648805839,-0.541104338,0.8870549,0.5841138103,1.1067821313,0.9367042352
-6.8260279975,-0.2153515676,-3.7888910874,-7.0387146472,-0.7540881985,-2.4736770174,-4.4663570885,-1.5003543022,-1.6985546366
0.6230549751,-1.1149078013,1.2459667791,0.0326957662,-0.1262360782,0.0301704633,1.2708189181,-0.3951272839,-2.6974197826
0.4694403514,-1.4113453649,-0.7956282647,1.1376686982,0.2103050197,-0.8178146444,-0.0601503778,-1.0947198395,-0.6305191128
6.1219512385,1.9703530317,1.4866477963,3.6806184991,1.6253743945,1.5391883768,1.7002646733,0.8635058637,2.2515022368
-0.1057828025,0.6790149546,-1.736585442,-0.9075324375,0.700311822,-1.4783796184,-1.6100526689,0.5605950378,0.0309166798
1.9736908252,0.4603353227,-4.5043438168,-3.291557735,-1.4888612494,-4.6983286917,-3.8920187231,-1.4574620361,-2.2824189166
-5.9501074747,2.4199608016,-0.5249355886,-2.400246743,1.8167303955,-0.1594133926,-0.9419221916,3.2822112657,2.065801162
5.8635947952,1.5715668149,4.2756963365,2.3677528353,1.0177169054,2.8932835769,1.0044026685,3.2716908815,2.599137291
0.1210968057,0.2350867965,-0.3536250212,1.3236674296,0.2023063607,0.5872370453,0.1248439613,-0.564087989,0.361555079
0.5345301114,-0.5887564843,-0.2533571155,-1.3561718992,0.4033890101,-1.3027479529,-2.6229975886,-0.8204526932,-1.9435777301
-1.1588817754,1.378118864,5.5268134108,2.9470422309,1.3991833299,3.2558158312,4.078356919,2.3486283859,2.8119766594
1.2791877107,-0.0873998599,-0.4330052471,-0.3478264376,0.1982947308,-2.6023204295,-1.8303597698,0.6478504843,-0.9285674029
-2.9988300165,1.418052991,2.5703461672,1.9448542741,1.6503321514,2.9040708093,1.6765372507,1.3742772404,0.8689193247
-4.6182946448,-1.3015368112,-0.8968669983,-1.3763119972,-0.4687508583,0.3008425855,-0.8968669983,-0.7611545349,-0.1791580055
-3.9702757029,-1.8510885535,2.8513266056,-1.8436631559,0.1564945546,3.4542179513,1.6636243202,1.2754500264,2.0411890458
-1.0079558103,-0.5054269716,-0.4618945856,-0.192678287,-0.3916965447,-0.2324231145,-1.044235533,-0.7572351797,0.2047682447
4.0471260899,1.302950029,1.8349138668,1.689283199,-0.3932368418,1.6443468725,2.8908144139,0.9079965531,1.1621281284
-1.432095325,0.6743904756,1.3544225108,1.0688564506,-0.4343540886,2.5982822864,2.6928687386,0.2106848033,1.5477523069
2.4187923369,0.959728175,2.261235783,2.3792254675,0.1186474333,2.0966285247,0.9010379228,-0.3916257453,0.9341893841
1.3250101838,3.0218947076,-0.2194427038,-0.2139692089,0.9441454871,-0.547496577,-0.8134850206,2.1795160393,-1.0195500381
2.6519097116,0.4483055981,0,2.1493183964,1.6311041231,1.7145609837,-0.0875529021,-0.6815850953,0.9913691164
0.7626178665,-0.5325871033,-0.5728149613,-0.3299838003,-1.9055602845,-1.248998045,-0.9681753785,-1.6791998758,-1.0483167261
1.4906019086,0.9232126,2.0123163721,1.2541221405,0.3136027658,1.9749052519,1.6954513114,-1.7694177313,1.9461903226
-0.6110887633,0.3613624502,2.3540569171,0.3850145434,1.3219477114,2.0679421959,2.5752496102,2.2219754504,0.5571045049
0.7676241461,0.4429686092,0.5063301957,3.6283184711,-0.619916747,-0.4207211044,0.1975448646,-0.6038665693,0.0832986304
5.3792774964,1.4262446921,-1.8692133012,-1.0315277712,-0.780339504,-0.8467899236,-1.5627537814,0.6339643875,-1.5664655974
-0.7438665592,0.1360729561,0.2997219114,2.3624266457,2.0930996692,1.5557334207,1.1106478969,0.0300887621,2.0648054992
1.2203317669,0.4612679458,0.7241778187,-0.5076153032,-0.0383656249,0.599975714,-0.3120127336,0.5101286381,1.071291663
-4.0473751607,-1.006674261,-2.2318522956,-2.5194576269,0.0383656249,-0.5738148243,-0.5412347637,0.0897531848,-0.19143996
0.0682477419,0.4093333591,0.9503311263,0.9235274875,0.1916076463,0.3394702307,0,0.149409859,0.573223898
-4.7324413051,-1.6751730463,1.026527406,-1.7094433359,0.0765403788,-0.2871689743,-0.1429184179,0.5954170612,-0.6827829339
-0.8620743044,-0.6668543745,2.1886395502,2.9087723889,1.4055312105,2.6062628576,1.757913145,1.7361036311,1.3879662196
2.0354210992,0.5005572187,-2.7005860608,1.5211560918,0.3765064689,0.8875422786,0.1123595624,1.1312665967,-0.1081665871
0.4760654323,0.553251757,-0.1283971929,0.8629141923,-0.4519781706,-1.988846789,-1.1577144695,-1.2772307155,-0.3795070969
3.083029078,2.3177588313,1.6985546366,1.5128881596,1.1634584233,2.24099014,2.7452704409,1.4501414214,1.5362113184
-0.4101868681,2.5021268064,-0.8881428649,-0.0819336383,-1.0502722199,-0.6315544549,-0.943927053,-0.5485794037,-0.590130468
-0.6701631749,0.5243850506,1.5177357105,2.9877070863,1.4598799421,1.1088823301,2.2342675366,0.5485794037,1.5748356968
1.1144564553,1.1182017436,0.3341690662,1.8132148323,-0.3350086885,-0.125391866,-0.1638002004,-0.9838042312,-1.2257014628
-4.5343425581,-1.6163021312,-5.7501896264,-5.2116001139,-3.529108409,-5.3342543163,-4.9282088423,-3.3410350679,-4.9460630168
2.3800153807,0.3934431305,1.5775962594,2.3319928778,1.2665684572,1.2625101939,1.7357100994,1.1063051987,1.0368595063
-1.7752465506,0.5221943981,-0.2176279423,-0.564441762,-1.1121878785,-2.4875588033,-0.565772372,-1.286864983,-2.3981964686
6.5712685234,3.7064945643,2.6656780441,2.9741969199,3.2628084006,3.5276097801,3.1003740051,2.1454935001,3.3139791974
0.0995850705,-0.3771217543,-1.0663355466,-0.4457854504,-0.5239532945,-1.643015184,-2.252911306,-0.7991754833,-1.5871139214
2.409360175,2.4876904755,2.2892055187,1.0717655853,1.6375505485,2.1332754873,0.7845375068,2.8418493657,0.3641970688
2.0834086903,0.0491279794,0.1256544668,1.0861239432,0,0.1286173811,0.6398686458,2.3127369129,-0.167926152
0.0792707136,2.0659381022,1.4131573491,0.5130847582,1.8651116626,1.7077004773,2.085695803,2.0394616647,3.9005219132
1.6191503614,0.5756792104,1.5561329575,0.6630985786,-0.3629768051,-0.3544307508,2.2026138912,0.1933969383,0.4837418732
0.8075832057,0.6674637414,1.6122880487,0.1524003343,-0.3642991279,0.1773724018,0.8992390667,1.2889250154,1.1197131115
0.8624726187,0.2610038259,0.7171345475,1.0352320708,-0.7326040092,-0.5076153032,0.5513995853,-1.233737376,0.079501793
3.9391743553,1.4818570585,0.4752484193,1.1736930838,1.7854363881,1.0630320302,0.1569859035,0.933559773,0.1852587535
-0.191839504,-4.1230670125,-0.4752484193,0.0992555913,-0.688533251,-0.1259604651,0.6514681021,0.0819560215,-0.6100005654
1.7860231741,1.2332401493,1.8096481252,2.8122650495,1.4440684155,1.6500374359,2.0057242193,0.4087756067,1.1374279484
-1.4615869657,-5.7625039509,-1.2159396724,-2.6140489291,-1.5896288487,-2.2822307161,-1.6168708453,-2.5338728268,-2.1266085846
4.4067605215,2.9103910666,1.7214822618,1.7178336535,0.1091901837,1.0347095469,1.9726526691,0.611792787,0.6160458749
-1.7480726517,-4.3721429563,-0.9744766258,-0.5122587126,-1.6135296885,-1.1108420211,-0.6872879288,-3.097094384,-2.4872869156
-1.0955854143,2.2225975585,0.2738120232,-0.9583560264,0,-0.1524390539,-0.2813660892,0.9675658865,-0.962736084
3.6295167273,0.704937461,2.1256839025,2.6798193155,1.2856008102,2.1132861927,1.9280150745,0.9302392662,1.3725167421
3.3132455326,2.2082524902,1.8939960101,3.0771658667,1.0889399799,-0.2991774857,2.2852459952,0.7825640831,0
0.0675904047,-0.1227747238,0.5612736905,-0.2333723346,-1.0889399799,-1.484117292,0.4410690806,-1.9396251081,-3.410839441
-7.7231347936,-8.0554714238,-4.4248255464,-9.502984527,-3.5664998411,-6.3289090816,-4.4751874281,-4.7967340704,-6.1065480617
-3.5362472315,1.0596125631,-1.1374902015,-1.2930099977,0.7911135628,-1.8254150779,0.1022233669,0.2973537725,-3.944862518
2.3910284312,2.7548519677,-0.4348692364,0.6744513245,1.6744577274,-0.027498969,-1.5963263799,0.6510825012,3.944862518
-0.3253959386,-0.978884684,-1.6377438153,-4.7111119539,-1.6744577274,-2.252911306,-1.3850998912,-0.5027365313,3.3901551676
2.5595547189,2.5052434956,3.6770301716,6.5554265257,1.748231246,4.1328195493,3.109058707,2.4887831182,0.1158748681
0.834057179,-2.5829335163,1.0810916104,-0.6365393867,-0.8145176464,0.4846536143,0.5596554928,-0.5218915876,-2.31376554
0.613892998,1.0565747048,-1.1199190231,-1.3630145436,-0.5591813266,-3.637759239,-1.8175337135,-0.0872473518,-2.2169871453
3.1383915023,1.7533164175,0.4649369088,2.2530394907,2.3278346518,2.6660916752,2.1214853153,1.2145898302,2.8961570379
4.3191598583,1.549643607,3.2328352471,5.1078081357,1.0174506376,0.6218757367,2.7193892257,1.8793263814,1.808156582
-1.1960275463,-1.2980711473,0.9312788483,1.2906488909,1.1502643001,-0.7304239156,1.1014675061,-0.2824860636,-0.8125407444
0.4135820717,2.7263150758,1.5817876242,1.9751406256,0.0714540938,3.5213027273,1.209789737,2.5140988958,4.473043054
2.7057074772,0.9490276849,1.1250345481,0.9270054796,0.818073209,-0.86876945,-0.6272638178,0,-0.9799882433
-3.655483863,-3.8262102774,-2.0416312495,-3.8326073094,-1.7870382638,-4.9874834708,-3.4970320356,-2.9393298697,-8.6346534354
3.3699918446,4.4298581324,2.8682307449,3.6710004406,2.1759374635,1.5717957673,0.9975145057,1.3544225108,3.3185548986
-1.439815449,0.9106221565,0.7488000757,-1.3023439886,-1.0998869086,-2.353049741,-0.1987084608,-0.7596041588,-5.6774476382
-1.8629946665,0.023852117,-8.0605328911,-2.8251137009,-0.5365779284,-5.1440732648,-3.2856127027,-1.4220945007,-5.4870167778
-2.4336732337,-0.5980163738,1.3387080782,-3.3295609271,2.444763035,0.2944642882,-0.2830311937,1.788550161,1.220130553
1.8949513921,0.5741642568,-2.0730108946,-1.6313575492,-0.1050604194,-1.3617735601,-1.6628078624,-1.0181083417,-4.1491398025
